"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Mixed","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Finance","North West (England)","[c]","[c]","[c]","[c]"
