"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","AA/AO","AA","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","AA/AO","AO","225","[c]","22380","21780"
"Leaver CS","2023","Mixed","No function","EO","EO","190","[c]","29000","28120"
"Leaver CS","2023","Mixed","No function","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","G6/G7","G7","45","[c]","56160","54630"
"Leaver CS","2023","Mixed","No function","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","SEO/HEO","HEO","70","[c]","33240","33170"
"Leaver CS","2023","Mixed","No function","SEO/HEO","SEO","50","[c]","43440","41670"
"Leaver CS","2023","Mixed","No function","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","AA/AO","AO","70","[c]","22660","22400"
"Leaver CS","2023","Other ethnicity","No function","EO","EO","60","[c]","29060","28220"
"Leaver CS","2023","Other ethnicity","No function","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
